StudentID,Subject,Term,Grade
S0140,Science,Q4,D
S0140,History,Q1,B
S0140,History,Q2,F
S0140,History,Q3,A
S0140,History,Q4,A
S0141,Math,Q1,D
S0141,Math,Q2,C
S0141,Math,Q3,A
S0141,Math,Q4,C
S0141,English,Q1,F
S0141,English,Q2,F
S0141,English,Q3,C
S0141,English,Q4,B
S0141,Science,Q1,D
S0141,Science,Q2,C
S0141,Science,Q3,D
S0141,Science,Q4,F
S0141,History,Q1,D
S0141,History,Q2,A
S0141,History,Q3,C
S0141,History,Q4,C
S0142,Math,Q1,B
S0142,Math,Q2,B
S0142,Math,Q3,B
S0142,Math,Q4,A
S0142,English,Q1,D
S0142,English,Q2,F
S0142,English,Q3,B
S0142,English,Q4,A
S0142,Science,Q1,B
S0142,Science,Q2,C
S0142,Science,Q3,D
S0142,Science,Q4,C
S0142,History,Q1,D
S0142,History,Q2,A
S0142,History,Q3,F
S0142,History,Q4,D
S0143,Math,Q1,A
S0143,Math,Q2,D
S0143,Math,Q3,D
S0143,Math,Q4,C
S0143,English,Q1,A
S0143,English,Q2,B
S0143,English,Q3,A
S0143,English,Q4,A
S0143,Science,Q1,A
S0143,Science,Q2,A
S0143,Science,Q3,B
S0143,Science,Q4,D
S0143,History,Q1,F
S0143,History,Q2,D
S0143,History,Q3,C
S0143,History,Q4,F
S0144,Math,Q1,F
S0144,Math,Q2,C
S0144,Math,Q3,F
S0144,Math,Q4,D
S0144,English,Q1,A
S0144,English,Q2,A
S0144,English,Q3,C
S0144,English,Q4,A
S0144,Science,Q1,B
S0144,Science,Q2,C
S0144,Science,Q3,B
S0144,Science,Q4,F
S0144,History,Q1,A
S0144,History,Q2,D
S0144,History,Q3,B
S0144,History,Q4,A
S0145,Math,Q1,F
S0145,Math,Q2,A
S0145,Math,Q3,C
S0145,Math,Q4,B
S0145,English,Q1,D
S0145,English,Q2,D
S0145,English,Q3,F
S0145,English,Q4,B
S0145,Science,Q1,B
S0145,Science,Q2,F
S0145,Science,Q3,D
S0145,Science,Q4,F
S0145,History,Q1,B
S0145,History,Q2,D
S0145,History,Q3,C
S0145,History,Q4,D
S0146,Math,Q1,B
S0146,Math,Q2,B
S0146,Math,Q3,D
S0146,Math,Q4,F
S0146,English,Q1,F
S0146,English,Q2,D
S0146,English,Q3,C
S0146,English,Q4,B
S0146,Science,Q1,A
S0146,Science,Q2,A
S0146,Science,Q3,C
S0146,Science,Q4,B
S0146,History,Q1,C
S0146,History,Q2,B
S0146,History,Q3,F
S0146,History,Q4,D
S0147,Math,Q1,B
S0147,Math,Q2,A
S0147,Math,Q3,D
S0147,Math,Q4,C
S0147,English,Q1,D
S0147,English,Q2,F
S0147,English,Q3,B
S0147,English,Q4,A
S0147,Science,Q1,C
S0147,Science,Q2,C
S0147,Science,Q3,C
S0147,Science,Q4,F
S0147,History,Q1,C
S0147,History,Q2,A
S0147,History,Q3,F
S0147,History,Q4,F
S0148,Math,Q1,D
S0148,Math,Q2,C
S0148,Math,Q3,C
S0148,Math,Q4,F
S0148,English,Q1,D
S0148,English,Q2,B
S0148,English,Q3,C
S0148,English,Q4,B
S0148,Science,Q1,F
S0148,Science,Q2,C
S0148,Science,Q3,A
S0148,Science,Q4,F
S0148,History,Q1,B
S0148,History,Q2,D
S0148,History,Q3,D
S0148,History,Q4,A
S0149,Math,Q1,C
S0149,Math,Q2,D
S0149,Math,Q3,B
S0149,Math,Q4,D
S0149,English,Q1,F
S0149,English,Q2,C
S0149,English,Q3,A
S0149,English,Q4,D
S0149,Science,Q1,A
S0149,Science,Q2,C
S0149,Science,Q3,A
S0149,Science,Q4,F
S0149,History,Q1,B
S0149,History,Q2,C
S0149,History,Q3,A
S0149,History,Q4,A
S0150,Math,Q1,A
S0150,Math,Q2,B
S0150,Math,Q3,A
S0150,Math,Q4,F
S0150,English,Q1,D
S0150,English,Q2,D
S0150,English,Q3,B
S0150,English,Q4,A
S0150,Science,Q1,D
S0150,Science,Q2,C
S0150,Science,Q3,F
S0150,Science,Q4,A
S0150,History,Q1,C
S0150,History,Q2,C
S0150,History,Q3,C
S0150,History,Q4,D
S0151,Math,Q1,D
S0151,Math,Q2,A
S0151,Math,Q3,F
S0151,Math,Q4,D
S0151,English,Q1,D
S0151,English,Q2,D
S0151,English,Q3,D
S0151,English,Q4,A
S0151,Science,Q1,A
S0151,Science,Q2,C
S0151,Science,Q3,A
S0151,Science,Q4,C
S0151,History,Q1,B
S0151,History,Q2,C
S0151,History,Q3,A
S0151,History,Q4,A
S0152,Math,Q1,A
S0152,Math,Q2,B
S0152,Math,Q3,D
S0152,Math,Q4,C
S0152,English,Q1,C
S0152,English,Q2,D
S0152,English,Q3,D
S0152,English,Q4,C
S0152,Science,Q1,D
S0152,Science,Q2,C
S0152,Science,Q3,D
S0152,Science,Q4,D
S0152,History,Q1,C
S0152,History,Q2,D
S0152,History,Q3,B
S0152,History,Q4,B
S0153,Math,Q1,F
S0153,Math,Q2,D
S0153,Math,Q3,D
S0153,Math,Q4,C
S0153,English,Q1,A
S0153,English,Q2,A
S0153,English,Q3,C
S0153,English,Q4,A
S0153,Science,Q1,D
S0153,Science,Q2,F
S0153,Science,Q3,C
S0153,Science,Q4,F
S0153,History,Q1,A
S0153,History,Q2,B
S0153,History,Q3,B
S0153,History,Q4,B
S0154,Math,Q1,A
S0154,Math,Q2,F
S0154,Math,Q3,C
S0154,Math,Q4,D
S0154,English,Q1,B
S0154,English,Q2,A
S0154,English,Q3,C
S0154,English,Q4,D
S0154,Science,Q1,A
S0154,Science,Q2,D
S0154,Science,Q3,A
S0154,Science,Q4,D
S0154,History,Q1,C
S0154,History,Q2,B
S0154,History,Q3,D
S0154,History,Q4,B
S0155,Math,Q1,A
S0155,Math,Q2,C
S0155,Math,Q3,B
S0155,Math,Q4,C
S0155,English,Q1,B
S0155,English,Q2,F
S0155,English,Q3,F
S0155,English,Q4,A
S0155,Science,Q1,D
S0155,Science,Q2,F
S0155,Science,Q3,A
S0155,Science,Q4,D
S0155,History,Q1,B
S0155,History,Q2,F
S0155,History,Q3,B
S0155,History,Q4,A
S0156,Math,Q1,F
S0156,Math,Q2,D
S0156,Math,Q3,A
S0156,Math,Q4,C
S0156,English,Q1,A
S0156,English,Q2,D
S0156,English,Q3,A
S0156,English,Q4,A
S0156,Science,Q1,D
S0156,Science,Q2,D
S0156,Science,Q3,A
S0156,Science,Q4,D
S0156,History,Q1,F
S0156,History,Q2,A
S0156,History,Q3,B
S0156,History,Q4,D
S0157,Math,Q1,D
S0157,Math,Q2,A
S0157,Math,Q3,C
S0157,Math,Q4,F
S0157,English,Q1,A
S0157,English,Q2,C
S0157,English,Q3,A
S0157,English,Q4,A
S0157,Science,Q1,D
S0157,Science,Q2,F
S0157,Science,Q3,D
S0157,Science,Q4,D
S0157,History,Q1,F
S0157,History,Q2,D
S0157,History,Q3,B
S0157,History,Q4,A
S0158,Math,Q1,F
S0158,Math,Q2,F
S0158,Math,Q3,C
S0158,Math,Q4,D
S0158,English,Q1,D
S0158,English,Q2,A
S0158,English,Q3,F
S0158,English,Q4,F
S0158,Science,Q1,D
S0158,Science,Q2,A
S0158,Science,Q3,F
S0158,Science,Q4,D
S0158,History,Q1,C
S0158,History,Q2,F
S0158,History,Q3,D
S0158,History,Q4,A
S0159,Math,Q1,B
S0159,Math,Q2,B
S0159,Math,Q3,F
S0159,Math,Q4,F
S0159,English,Q1,B
S0159,English,Q2,A
S0159,English,Q3,F
S0159,English,Q4,D
S0159,Science,Q1,F
S0159,Science,Q2,F
S0159,Science,Q3,C
S0159,Science,Q4,D
S0159,History,Q1,D
S0159,History,Q2,F
S0159,History,Q3,F
S0159,History,Q4,F
S0160,Math,Q1,F
S0160,Math,Q2,B
S0160,Math,Q3,C
S0160,Math,Q4,B
S0160,English,Q1,D
S0160,English,Q2,C
S0160,English,Q3,F
S0160,English,Q4,D
S0160,Science,Q1,F
S0160,Science,Q2,D
S0160,Science,Q3,F
S0160,Science,Q4,D
S0160,History,Q1,B
S0160,History,Q2,D
S0160,History,Q3,C
S0160,History,Q4,F
S0161,Math,Q1,B
S0161,Math,Q2,B
S0161,Math,Q3,A
S0161,Math,Q4,A
S0161,English,Q1,F
S0161,English,Q2,D
S0161,English,Q3,A
S0161,English,Q4,C
S0161,Science,Q1,C
S0161,Science,Q2,D
S0161,Science,Q3,C
S0161,Science,Q4,F
S0161,History,Q1,C
S0161,History,Q2,A
S0161,History,Q3,A
S0161,History,Q4,B
S0162,Math,Q1,B
S0162,Math,Q2,D
S0162,Math,Q3,D
S0162,Math,Q4,B
S0162,English,Q1,A
S0162,English,Q2,A
S0162,English,Q3,C
S0162,English,Q4,D
S0162,Science,Q1,D
S0162,Science,Q2,F
S0162,Science,Q3,A
S0162,Science,Q4,C
S0162,History,Q1,A
S0162,History,Q2,F
S0162,History,Q3,B
S0162,History,Q4,F
S0163,Math,Q1,B
S0163,Math,Q2,C
S0163,Math,Q3,D
S0163,Math,Q4,C
S0163,English,Q1,F
S0163,English,Q2,A
S0163,English,Q3,B
S0163,English,Q4,D
S0163,Science,Q1,A
S0163,Science,Q2,D
S0163,Science,Q3,C
S0163,Science,Q4,A
S0163,History,Q1,F
S0163,History,Q2,C
S0163,History,Q3,B
S0163,History,Q4,B
S0164,Math,Q1,A
S0164,Math,Q2,C
S0164,Math,Q3,F
S0164,Math,Q4,D
S0164,English,Q1,B
S0164,English,Q2,D
S0164,English,Q3,F
S0164,English,Q4,A
S0164,Science,Q1,B
S0164,Science,Q2,A
S0164,Science,Q3,F
S0164,Science,Q4,A
S0164,History,Q1,C
S0164,History,Q2,A
S0164,History,Q3,F
S0164,History,Q4,A
S0165,Math,Q1,B
S0165,Math,Q2,D
S0165,Math,Q3,F
S0165,Math,Q4,A
S0165,English,Q1,A
S0165,English,Q2,C
S0165,English,Q3,D
S0165,English,Q4,F
S0165,Science,Q1,A
S0165,Science,Q2,C
S0165,Science,Q3,D
S0165,Science,Q4,C
S0165,History,Q1,C
S0165,History,Q2,F
S0165,History,Q3,C
S0165,History,Q4,A
S0166,Math,Q1,C
S0166,Math,Q2,F
S0166,Math,Q3,A
S0166,Math,Q4,C
S0166,English,Q1,A
S0166,English,Q2,F
S0166,English,Q3,B
S0166,English,Q4,F
S0166,Science,Q1,C
S0166,Science,Q2,B
S0166,Science,Q3,D
S0166,Science,Q4,F
S0166,History,Q1,F
S0166,History,Q2,A
S0166,History,Q3,A
S0166,History,Q4,F
S0167,Math,Q1,B
S0167,Math,Q2,D
S0167,Math,Q3,F
S0167,Math,Q4,F
S0167,English,Q1,A
S0167,English,Q2,A
S0167,English,Q3,F
S0167,English,Q4,F
S0167,Science,Q1,D
S0167,Science,Q2,A
S0167,Science,Q3,D
S0167,Science,Q4,F
S0167,History,Q1,A
S0167,History,Q2,C
S0167,History,Q3,C
S0167,History,Q4,A
S0168,Math,Q1,D
S0168,Math,Q2,D
S0168,Math,Q3,D
S0168,Math,Q4,A
S0168,English,Q1,A
S0168,English,Q2,D
S0168,English,Q3,D
S0168,English,Q4,B
S0168,Science,Q1,F
S0168,Science,Q2,C
S0168,Science,Q3,B
S0168,Science,Q4,A
S0168,History,Q1,D
S0168,History,Q2,D
S0168,History,Q3,A
S0168,History,Q4,F
S0169,Math,Q1,A
S0169,Math,Q2,C
S0169,Math,Q3,F
S0169,Math,Q4,C
S0169,English,Q1,F
S0169,English,Q2,B
S0169,English,Q3,C
S0169,English,Q4,A
S0169,Science,Q1,C
S0169,Science,Q2,F
S0169,Science,Q3,D
S0169,Science,Q4,D
S0169,History,Q1,F
S0169,History,Q2,C
S0169,History,Q3,D
S0169,History,Q4,B
S0170,Math,Q1,C
S0170,Math,Q2,A
S0170,Math,Q3,A
S0170,Math,Q4,B
S0170,English,Q1,A
S0170,English,Q2,B
S0170,English,Q3,A
S0170,English,Q4,C
S0170,Science,Q1,A
S0170,Science,Q2,F
S0170,Science,Q3,D
S0170,Science,Q4,A
S0170,History,Q1,D
S0170,History,Q2,C
S0170,History,Q3,F
S0170,History,Q4,F
S0171,Math,Q1,F
S0171,Math,Q2,D
S0171,Math,Q3,B
S0171,Math,Q4,B
S0171,English,Q1,C
S0171,English,Q2,F
S0171,English,Q3,C
S0171,English,Q4,D
S0171,Science,Q1,D
S0171,Science,Q2,C
S0171,Science,Q3,A
S0171,Science,Q4,F
S0171,History,Q1,C
S0171,History,Q2,F
S0171,History,Q3,C
S0171,History,Q4,F
S0172,Math,Q1,B
S0172,Math,Q2,B
S0172,Math,Q3,C
S0172,Math,Q4,A
S0172,English,Q1,F
S0172,English,Q2,F
S0172,English,Q3,A
S0172,English,Q4,A
S0172,Science,Q1,A
S0172,Science,Q2,B
S0172,Science,Q3,D
S0172,Science,Q4,B
S0172,History,Q1,B
S0172,History,Q2,C
S0172,History,Q3,F
S0172,History,Q4,B
S0173,Math,Q1,B
S0173,Math,Q2,D
S0173,Math,Q3,D
S0173,Math,Q4,D
S0173,English,Q1,A
S0173,English,Q2,F
S0173,English,Q3,C
S0173,English,Q4,F
S0173,Science,Q1,C
S0173,Science,Q2,B
S0173,Science,Q3,D
S0173,Science,Q4,F
S0173,History,Q1,B
S0173,History,Q2,B
S0173,History,Q3,F
S0173,History,Q4,C
S0174,Math,Q1,C
S0174,Math,Q2,C
S0174,Math,Q3,B
S0174,Math,Q4,C
S0174,English,Q1,C
S0174,English,Q2,F
S0174,English,Q3,B
S0174,English,Q4,A
S0174,Science,Q1,B
S0174,Science,Q2,F
S0174,Science,Q3,A
S0174,Science,Q4,A
S0174,History,Q1,A
S0174,History,Q2,C
S0174,History,Q3,C
S0174,History,Q4,D
S0175,Math,Q1,D
S0175,Math,Q2,F
S0175,Math,Q3,C
S0175,Math,Q4,A
S0175,English,Q1,C
S0175,English,Q2,A
S0175,English,Q3,B
S0175,English,Q4,F
S0175,Science,Q1,F
S0175,Science,Q2,C
S0175,Science,Q3,C
S0175,Science,Q4,B
S0175,History,Q1,B
S0175,History,Q2,B
S0175,History,Q3,D
S0175,History,Q4,C
S0176,Math,Q1,A
S0176,Math,Q2,F
S0176,Math,Q3,B
S0176,Math,Q4,F
S0176,English,Q1,D
S0176,English,Q2,B
S0176,English,Q3,A
S0176,English,Q4,D
S0176,Science,Q1,C
S0176,Science,Q2,B
S0176,Science,Q3,C
S0176,Science,Q4,B
S0176,History,Q1,B
S0176,History,Q2,B
S0176,History,Q3,C
S0176,History,Q4,B
S0177,Math,Q1,C
S0177,Math,Q2,B
S0177,Math,Q3,A
S0177,Math,Q4,B
S0177,English,Q1,F
S0177,English,Q2,C
S0177,English,Q3,D
S0177,English,Q4,F
S0177,Science,Q1,D
S0177,Science,Q2,C
S0177,Science,Q3,D
S0177,Science,Q4,B
S0177,History,Q1,F
S0177,History,Q2,A
S0177,History,Q3,D
S0177,History,Q4,B
S0178,Math,Q1,B
S0178,Math,Q2,C
S0178,Math,Q3,A
S0178,Math,Q4,A
S0178,English,Q1,D
S0178,English,Q2,C
S0178,English,Q3,C
S0178,English,Q4,C
S0178,Science,Q1,F
S0178,Science,Q2,A
S0178,Science,Q3,C
S0178,Science,Q4,F
S0178,History,Q1,B
S0178,History,Q2,F
S0178,History,Q3,C
S0178,History,Q4,A
S0179,Math,Q1,D
S0179,Math,Q2,F
S0179,Math,Q3,B
S0179,Math,Q4,F
S0179,English,Q1,D
S0179,English,Q2,B
S0179,English,Q3,C
S0179,English,Q4,C
S0179,Science,Q1,F
S0179,Science,Q2,D
S0179,Science,Q3,B
S0179,Science,Q4,F
S0179,History,Q1,B
S0179,History,Q2,D
S0179,History,Q3,A
S0179,History,Q4,D
S0180,Math,Q1,B
S0180,Math,Q2,C
S0180,Math,Q3,F
S0180,Math,Q4,D
S0180,English,Q1,B
S0180,English,Q2,D
S0180,English,Q3,A
S0180,English,Q4,F
S0180,Science,Q1,A
S0180,Science,Q2,C
S0180,Science,Q3,C
S0180,Science,Q4,F
S0180,History,Q1,B
S0180,History,Q2,B
S0180,History,Q3,D
S0180,History,Q4,B
S0181,Math,Q1,B
S0181,Math,Q2,A
S0181,Math,Q3,D
S0181,Math,Q4,D
S0181,English,Q1,C
S0181,English,Q2,A
S0181,English,Q3,A
S0181,English,Q4,A
S0181,Science,Q1,C
S0181,Science,Q2,B
S0181,Science,Q3,B
S0181,Science,Q4,D
S0181,History,Q1,A
S0181,History,Q2,B
S0181,History,Q3,C
S0181,History,Q4,A
S0182,Math,Q1,C
S0182,Math,Q2,D
S0182,Math,Q3,D
S0182,Math,Q4,C
S0182,English,Q1,D
S0182,English,Q2,F
S0182,English,Q3,F
S0182,English,Q4,D
S0182,Science,Q1,B
S0182,Science,Q2,D
S0182,Science,Q3,A
S0182,Science,Q4,B
S0182,History,Q1,D
S0182,History,Q2,F
S0182,History,Q3,F
S0182,History,Q4,F
S0183,Math,Q1,D
S0183,Math,Q2,A
S0183,Math,Q3,F
S0183,Math,Q4,A
S0183,English,Q1,C
S0183,English,Q2,B
S0183,English,Q3,F
S0183,English,Q4,B
S0183,Science,Q1,F
S0183,Science,Q2,F
S0183,Science,Q3,F
S0183,Science,Q4,A
S0183,History,Q1,B
S0183,History,Q2,B
S0183,History,Q3,B
S0183,History,Q4,F
S0184,Math,Q1,D
S0184,Math,Q2,C
S0184,Math,Q3,D
S0184,Math,Q4,C
S0184,English,Q1,B
S0184,English,Q2,D
S0184,English,Q3,D
S0184,English,Q4,C
S0184,Science,Q1,C
S0184,Science,Q2,C
S0184,Science,Q3,A
S0184,Science,Q4,B
S0184,History,Q1,C
S0184,History,Q2,D
S0184,History,Q3,B
S0184,History,Q4,B
S0185,Math,Q1,B
S0185,Math,Q2,A
S0185,Math,Q3,F
S0185,Math,Q4,B
S0185,English,Q1,C
S0185,English,Q2,D
S0185,English,Q3,C
S0185,English,Q4,C
S0185,Science,Q1,B
S0185,Science,Q2,F
S0185,Science,Q3,F
S0185,Science,Q4,D
S0185,History,Q1,A
S0185,History,Q2,B
S0185,History,Q3,F
S0185,History,Q4,A
S0186,Math,Q1,D
S0186,Math,Q2,A
S0186,Math,Q3,F
S0186,Math,Q4,D
S0186,English,Q1,A
S0186,English,Q2,D
S0186,English,Q3,F
S0186,English,Q4,F
S0186,Science,Q1,B
S0186,Science,Q2,F
S0186,Science,Q3,F
S0186,Science,Q4,C
S0186,History,Q1,C
S0186,History,Q2,A
S0186,History,Q3,A
S0186,History,Q4,D
S0187,Math,Q1,F
S0187,Math,Q2,B
S0187,Math,Q3,F
S0187,Math,Q4,B
S0187,English,Q1,F
S0187,English,Q2,B
S0187,English,Q3,A
S0187,English,Q4,D
S0187,Science,Q1,B
S0187,Science,Q2,F
S0187,Science,Q3,F
S0187,Science,Q4,D
S0187,History,Q1,A
S0187,History,Q2,C
S0187,History,Q3,B
S0187,History,Q4,D
S0188,Math,Q1,F
S0188,Math,Q2,C
S0188,Math,Q3,D
S0188,Math,Q4,A
S0188,English,Q1,A
S0188,English,Q2,B
S0188,English,Q3,D
S0188,English,Q4,B
S0188,Science,Q1,A
S0188,Science,Q2,C
S0188,Science,Q3,D
S0188,Science,Q4,F
S0188,History,Q1,C
S0188,History,Q2,D
S0188,History,Q3,B
S0188,History,Q4,C
S0189,Math,Q1,A
S0189,Math,Q2,F
S0189,Math,Q3,D
S0189,Math,Q4,F
S0189,English,Q1,C
S0189,English,Q2,A
S0189,English,Q3,B
S0189,English,Q4,B
S0189,Science,Q1,C
S0189,Science,Q2,B
S0189,Science,Q3,F
S0189,Science,Q4,F
S0189,History,Q1,F
S0189,History,Q2,F
S0189,History,Q3,F
S0189,History,Q4,A
S0190,Math,Q1,F
S0190,Math,Q2,F
S0190,Math,Q3,F
S0190,Math,Q4,D
S0190,English,Q1,A
S0190,English,Q2,F
S0190,English,Q3,A
S0190,English,Q4,A
S0190,Science,Q1,A
S0190,Science,Q2,D
S0190,Science,Q3,A
S0190,Science,Q4,C
S0190,History,Q1,F
S0190,History,Q2,B
S0190,History,Q3,B
S0190,History,Q4,D
S0191,Math,Q1,A
S0191,Math,Q2,B
S0191,Math,Q3,D
S0191,Math,Q4,F
S0191,English,Q1,A
S0191,English,Q2,F
S0191,English,Q3,C
S0191,English,Q4,F
S0191,Science,Q1,F
S0191,Science,Q2,C
S0191,Science,Q3,C
S0191,Science,Q4,C
S0191,History,Q1,B
S0191,History,Q2,D
S0191,History,Q3,B
S0191,History,Q4,A
S0192,Math,Q1,B
S0192,Math,Q2,B
S0192,Math,Q3,D
S0192,Math,Q4,D
S0192,English,Q1,D
S0192,English,Q2,D
S0192,English,Q3,B
S0192,English,Q4,F
S0192,Science,Q1,B
S0192,Science,Q2,A
S0192,Science,Q3,F
S0192,Science,Q4,A
S0192,History,Q1,F
S0192,History,Q2,A
S0192,History,Q3,C
S0192,History,Q4,B
S0193,Math,Q1,F
S0193,Math,Q2,C
S0193,Math,Q3,B
S0193,Math,Q4,A
S0193,English,Q1,F
S0193,English,Q2,D
S0193,English,Q3,F
S0193,English,Q4,D
S0193,Science,Q1,C
S0193,Science,Q2,D
S0193,Science,Q3,F
S0193,Science,Q4,C
S0193,History,Q1,B
S0193,History,Q2,A
S0193,History,Q3,F
S0193,History,Q4,A
S0194,Math,Q1,F
S0194,Math,Q2,A
S0194,Math,Q3,A
S0194,Math,Q4,F
S0194,English,Q1,D
S0194,English,Q2,C
S0194,English,Q3,D
S0194,English,Q4,B
S0194,Science,Q1,F
S0194,Science,Q2,A
S0194,Science,Q3,B
S0194,Science,Q4,A
S0194,History,Q1,A
S0194,History,Q2,B
S0194,History,Q3,D
S0194,History,Q4,C
S0195,Math,Q1,F
S0195,Math,Q2,D
S0195,Math,Q3,C
S0195,Math,Q4,D
S0195,English,Q1,A
S0195,English,Q2,B
S0195,English,Q3,A
S0195,English,Q4,B
S0195,Science,Q1,B
S0195,Science,Q2,A
S0195,Science,Q3,B
S0195,Science,Q4,A
S0195,History,Q1,D
S0195,History,Q2,F
S0195,History,Q3,A
S0195,History,Q4,D
S0196,Math,Q1,A
S0196,Math,Q2,C
S0196,Math,Q3,B
S0196,Math,Q4,B
S0196,English,Q1,B
S0196,English,Q2,D
S0196,English,Q3,C
S0196,English,Q4,F
S0196,Science,Q1,F
S0196,Science,Q2,F
S0196,Science,Q3,A
S0196,Science,Q4,A
S0196,History,Q1,F
S0196,History,Q2,C
S0196,History,Q3,F
S0196,History,Q4,B
S0197,Math,Q1,A
S0197,Math,Q2,D
S0197,Math,Q3,B
S0197,Math,Q4,A
S0197,English,Q1,C
S0197,English,Q2,A
S0197,English,Q3,D
S0197,English,Q4,C
S0197,Science,Q1,B
S0197,Science,Q2,D
S0197,Science,Q3,B
S0197,Science,Q4,D
S0197,History,Q1,A
S0197,History,Q2,F
S0197,History,Q3,F
S0197,History,Q4,A
S0198,Math,Q1,A
S0198,Math,Q2,F
S0198,Math,Q3,C
S0198,Math,Q4,B
S0198,English,Q1,A
S0198,English,Q2,A
S0198,English,Q3,A
S0198,English,Q4,A
S0198,Science,Q1,D
S0198,Science,Q2,F
S0198,Science,Q3,B
S0198,Science,Q4,C
S0198,History,Q1,A
S0198,History,Q2,B
S0198,History,Q3,D
S0198,History,Q4,B
S0199,Math,Q1,B
S0199,Math,Q2,B
S0199,Math,Q3,F
S0199,Math,Q4,A
S0199,English,Q1,A
S0199,English,Q2,B
S0199,English,Q3,D
S0199,English,Q4,A
S0199,Science,Q1,B
S0199,Science,Q2,A
S0199,Science,Q3,F
S0199,Science,Q4,F
S0199,History,Q1,A
S0199,History,Q2,F
S0199,History,Q3,C
S0199,History,Q4,A
S0200,Math,Q1,A
S0200,Math,Q2,C
S0200,Math,Q3,D
S0200,Math,Q4,F
S0200,English,Q1,D
S0200,English,Q2,A
S0200,English,Q3,B
S0200,English,Q4,D
S0200,Science,Q1,A
S0200,Science,Q2,D
S0200,Science,Q3,D
S0200,Science,Q4,B
S0200,History,Q1,D
S0200,History,Q2,B
S0200,History,Q3,A
S0200,History,Q4,C
S0201,Math,Q1,C
S0201,Math,Q2,A
S0201,Math,Q3,F
S0201,Math,Q4,F
S0201,English,Q1,A
S0201,English,Q2,D
S0201,English,Q3,B
S0201,English,Q4,C
S0201,Science,Q1,B
S0201,Science,Q2,B
S0201,Science,Q3,B
S0201,Science,Q4,C
S0201,History,Q1,A
S0201,History,Q2,A
S0201,History,Q3,D
S0201,History,Q4,B
S0202,Math,Q1,D
S0202,Math,Q2,B
S0202,Math,Q3,C
S0202,Math,Q4,A
S0202,English,Q1,A
S0202,English,Q2,C
S0202,English,Q3,F
S0202,English,Q4,C
S0202,Science,Q1,D
S0202,Science,Q2,A
S0202,Science,Q3,D
S0202,Science,Q4,B
S0202,History,Q1,A
S0202,History,Q2,C
S0202,History,Q3,A
S0202,History,Q4,C
S0203,Math,Q1,A
S0203,Math,Q2,B
S0203,Math,Q3,B
S0203,Math,Q4,B
S0203,English,Q1,A
S0203,English,Q2,F
S0203,English,Q3,D
S0203,English,Q4,D
S0203,Science,Q1,B
S0203,Science,Q2,A
S0203,Science,Q3,F
S0203,Science,Q4,B
S0203,History,Q1,C
S0203,History,Q2,A
S0203,History,Q3,D
S0203,History,Q4,C
S0204,Math,Q1,A
S0204,Math,Q2,B
S0204,Math,Q3,C
S0204,Math,Q4,F
S0204,English,Q1,D
S0204,English,Q2,D
S0204,English,Q3,C
S0204,English,Q4,B
S0204,Science,Q1,B
S0204,Science,Q2,F
S0204,Science,Q3,A
S0204,Science,Q4,B
S0204,History,Q1,D
S0204,History,Q2,B
S0204,History,Q3,F
S0204,History,Q4,C
S0205,Math,Q1,D
S0205,Math,Q2,C
S0205,Math,Q3,B
S0205,Math,Q4,B
S0205,English,Q1,F
S0205,English,Q2,A
S0205,English,Q3,F
S0205,English,Q4,C
S0205,Science,Q1,F
S0205,Science,Q2,A
S0205,Science,Q3,A
S0205,Science,Q4,A
S0205,History,Q1,F
S0205,History,Q2,C
S0205,History,Q3,A
S0205,History,Q4,D
S0206,Math,Q1,B
S0206,Math,Q2,D
S0206,Math,Q3,D
S0206,Math,Q4,C
S0206,English,Q1,A
S0206,English,Q2,A
S0206,English,Q3,C
S0206,English,Q4,D
S0206,Science,Q1,F
S0206,Science,Q2,B
S0206,Science,Q3,A
S0206,Science,Q4,C
S0206,History,Q1,D
S0206,History,Q2,C
S0206,History,Q3,A
S0206,History,Q4,A
S0207,Math,Q1,B
S0207,Math,Q2,F
S0207,Math,Q3,C
S0207,Math,Q4,C
S0207,English,Q1,C
S0207,English,Q2,F
S0207,English,Q3,C
S0207,English,Q4,D
S0207,Science,Q1,C
S0207,Science,Q2,B
S0207,Science,Q3,A
S0207,Science,Q4,A
S0207,History,Q1,F
S0207,History,Q2,A
S0207,History,Q3,F
S0207,History,Q4,A
S0208,Math,Q1,B
S0208,Math,Q2,B
S0208,Math,Q3,B
S0208,Math,Q4,A
S0208,English,Q1,A
S0208,English,Q2,D
S0208,English,Q3,C
S0208,English,Q4,A
S0208,Science,Q1,F
S0208,Science,Q2,F
S0208,Science,Q3,F
S0208,Science,Q4,F
S0208,History,Q1,A
S0208,History,Q2,D
S0208,History,Q3,A
S0208,History,Q4,F
S0209,Math,Q1,A
S0209,Math,Q2,D
S0209,Math,Q3,C
S0209,Math,Q4,A
S0209,English,Q1,D
S0209,English,Q2,C
S0209,English,Q3,A
S0209,English,Q4,F
S0209,Science,Q1,B
S0209,Science,Q2,D
S0209,Science,Q3,D
S0209,Science,Q4,D
S0209,History,Q1,C
S0209,History,Q2,A
S0209,History,Q3,C
S0209,History,Q4,D
S0210,Math,Q1,A
S0210,Math,Q2,D
S0210,Math,Q3,B
S0210,Math,Q4,B
S0210,English,Q1,F
S0210,English,Q2,C
S0210,English,Q3,B
S0210,English,Q4,F
S0210,Science,Q1,D
